agents_memory_entry_locks	heldUntil	timestamp with time zone	NO	
agents_memory_entry_locks	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_memory_entry_locks	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_memory_entry_sources	id	character varying	NO	
agents_memory_entry_sources	agentId	character varying	NO	
agents_memory_entry_sources	memoryEntryId	character varying	NO	
agents_memory_entry_sources	observationId	character varying	NO	
agents_memory_entry_sources	threadId	character varying	NO	
agents_memory_entry_sources	evidenceHash	character varying	NO	
agents_memory_entry_sources	evidenceText	text	NO	
agents_memory_entry_sources	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_memory_entry_sources	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_messages	id	character varying	NO	
agents_messages	threadId	character varying	NO	
agents_messages	resourceId	character varying	NO	
agents_messages	role	character varying	NO	
agents_messages	type	character varying	YES	
agents_messages	content	json	NO	
agents_messages	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_messages	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_observation_cursors	agentId	character varying	NO	
agents_observation_cursors	observationScopeId	character varying	NO	
agents_observation_cursors	lastObservedMessageId	character varying	NO	
agents_observation_cursors	lastObservedAt	timestamp with time zone	NO	
agents_observation_cursors	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_observation_cursors	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_observation_locks	agentId	character varying	NO	
agents_observation_locks	observationScopeId	character varying	NO	
agents_observation_locks	taskKind	character varying	NO	
agents_observation_locks	holderId	character varying	NO	
agents_observation_locks	heldUntil	timestamp with time zone	NO	
agents_observation_locks	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_observation_locks	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_observations	id	character varying	NO	
agents_observations	agentId	character varying	NO	
agents_observations	observationScopeId	character varying	NO	
agents_observations	marker	character varying	NO	
agents_observations	text	text	NO	
agents_observations	parentId	character varying	YES	
agents_observations	tokenCount	integer	NO	0
agents_observations	status	character varying	NO	
agents_observations	supersededBy	character varying	YES	
agents_observations	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_observations	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_resources	id	character varying	NO	
agents_resources	metadata	text	YES	
agents_resources	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_resources	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_threads	id	character varying	NO	
agents_threads	resourceId	character varying	NO	
agents_threads	title	character varying	YES	
agents_threads	metadata	text	YES	
agents_threads	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
agents_threads	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
ai_builder_temporary_workflow	workflowId	character varying	NO	
ai_builder_temporary_workflow	threadId	uuid	NO	
ai_builder_temporary_workflow	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
ai_builder_temporary_workflow	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
annotation_tag_entity	id	character varying	NO	
annotation_tag_entity	name	character varying	NO	
annotation_tag_entity	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
annotation_tag_entity	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
auth_identity	userId	uuid	YES	
auth_identity	providerId	character varying	NO	
auth_identity	providerType	character varying	NO	
auth_identity	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
auth_identity	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
auth_provider_sync_history	id	integer	NO	nextval('auth_provider_sync_history_id_seq'::regclass)
auth_provider_sync_history	providerType	character varying	NO	
auth_provider_sync_history	runMode	text	NO	
auth_provider_sync_history	status	text	NO	
auth_provider_sync_history	startedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP
auth_provider_sync_history	endedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP
auth_provider_sync_history	scanned	integer	NO	
auth_provider_sync_history	created	integer	NO	
auth_provider_sync_history	updated	integer	NO	
auth_provider_sync_history	disabled	integer	NO	
auth_provider_sync_history	error	text	YES	
binary_data	fileId	uuid	NO	
binary_data	sourceType	character varying	NO	
binary_data	sourceId	character varying	NO	
binary_data	data	bytea	NO	
binary_data	mimeType	character varying	YES	
binary_data	fileName	character varying	YES	
binary_data	fileSize	integer	NO	
binary_data	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
binary_data	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
channel_conversation_logs	id	bigint	NO	nextval('channel_conversation_logs_id_seq'::regclass)
channel_conversation_logs	restaurant_id	bigint	YES	
channel_conversation_logs	conversation_id	text	NO	
channel_conversation_logs	external_event_id	text	NO	
channel_conversation_logs	call_id	text	YES	
channel_conversation_logs	sms_id	text	YES	
channel_conversation_logs	email_message_id	text	YES	
channel_conversation_logs	instagram_message_id	text	YES	
channel_conversation_logs	source	text	NO	
channel_conversation_logs	channel	text	NO	
channel_conversation_logs	provider	text	YES	
channel_conversation_logs	phone	text	YES	
channel_conversation_logs	email	text	YES	
channel_conversation_logs	summary	text	YES	
channel_conversation_logs	transcript	text	YES	
channel_conversation_logs	user_message	text	YES	
channel_conversation_logs	raw_payload	jsonb	YES	
channel_conversation_logs	created_at	timestamp with time zone	NO	now()
chat_hub_agent_tools	agentId	uuid	NO	
chat_hub_agent_tools	toolId	uuid	NO	
chat_hub_agents	id	uuid	NO	
chat_hub_agents	name	character varying	NO	
chat_hub_agents	description	character varying	YES	
chat_hub_agents	systemPrompt	text	NO	
chat_hub_agents	ownerId	uuid	NO	
chat_hub_agents	credentialId	character varying	YES	
chat_hub_agents	provider	character varying	NO	
chat_hub_agents	model	character varying	NO	
chat_hub_agents	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
chat_hub_agents	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
chat_hub_agents	icon	json	YES	
chat_hub_agents	files	json	NO	'[]'::json
chat_hub_agents	suggestedPrompts	json	NO	'[]'::json
chat_hub_messages	id	uuid	NO	
chat_hub_messages	sessionId	uuid	NO	
chat_hub_messages	previousMessageId	uuid	YES	
chat_hub_messages	revisionOfMessageId	uuid	YES	
chat_hub_messages	retryOfMessageId	uuid	YES	
chat_hub_messages	type	character varying	NO	
chat_hub_messages	name	character varying	NO	
chat_hub_messages	content	text	NO	
chat_hub_messages	provider	character varying	YES	
chat_hub_messages	model	character varying	YES	
chat_hub_messages	workflowId	character varying	YES	
chat_hub_messages	executionId	integer	YES	
chat_hub_messages	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
chat_hub_messages	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
chat_hub_messages	agentId	uuid	YES	
chat_hub_messages	status	character varying	NO	'success'::character varying
chat_hub_messages	attachments	json	YES	
chat_hub_session_tools	sessionId	uuid	NO	
chat_hub_session_tools	toolId	uuid	NO	
chat_hub_sessions	id	uuid	NO	
chat_hub_sessions	title	character varying	NO	
chat_hub_sessions	ownerId	uuid	NO	
chat_hub_sessions	lastMessageAt	timestamp with time zone	NO	
chat_hub_sessions	credentialId	character varying	YES	
chat_hub_sessions	provider	character varying	YES	
chat_hub_sessions	model	character varying	YES	
chat_hub_sessions	workflowId	character varying	YES	
chat_hub_sessions	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
chat_hub_sessions	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
chat_hub_sessions	agentId	uuid	YES	
chat_hub_sessions	agentName	character varying	YES	
chat_hub_sessions	type	character varying	NO	'production'::character varying
chat_hub_tools	id	uuid	NO	
chat_hub_tools	name	character varying	NO	
chat_hub_tools	type	character varying	NO	
chat_hub_tools	typeVersion	double precision	NO	
chat_hub_tools	ownerId	uuid	NO	
chat_hub_tools	definition	json	NO	
chat_hub_tools	enabled	boolean	NO	true
chat_hub_tools	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
chat_hub_tools	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
client_notifications	id	bigint	NO	nextval('client_notifications_id_seq'::regclass)
client_notifications	restaurant_id	bigint	NO	
client_notifications	reservation_id	bigint	YES	
client_notifications	client_id	bigint	YES	
client_notifications	channel	text	NO	'whatsapp'::text
client_notifications	scheduled_at	timestamp with time zone	NO	
client_notifications	sent_at	timestamp with time zone	YES	
client_notifications	status	text	NO	'pending'::text
client_notifications	payload	jsonb	YES	
client_notifications	created_at	timestamp with time zone	NO	now()
client_notifications	updated_at	timestamp with time zone	NO	now()
clients	id	bigint	NO	nextval('clients_id_seq'::regclass)
clients	restaurant_id	bigint	NO	
clients	full_name	text	YES	
clients	phone	text	YES	
clients	email	text	YES	
clients	channel_type	text	YES	
clients	channel_value	text	YES	
clients	created_at	timestamp with time zone	NO	now()
clients	updated_at	timestamp with time zone	NO	now()
clients	is_new_customer	boolean	NO	true
clients	notes	text	YES	
clients	preferences	jsonb	YES	
clients	consent_notifications	boolean	NO	true
clients	consent_marketing	boolean	NO	false
conversation_states	id	bigint	NO	nextval('conversation_states_id_seq'::regclass)
conversation_states	restaurant_id	bigint	YES	
conversation_states	conversation_id	text	NO	
conversation_states	channel_type	text	NO	
conversation_states	channel_value	text	YES	
conversation_states	state	jsonb	NO	'{}'::jsonb
conversation_states	last_message_at	timestamp with time zone	YES	
conversation_states	created_at	timestamp with time zone	NO	now()
conversation_states	updated_at	timestamp with time zone	NO	now()
credential_dependency	id	integer	NO	
credential_dependency	credentialId	character varying	NO	
credential_dependency	dependencyType	character varying	NO	
credential_dependency	dependencyId	character varying	NO	
credential_dependency	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
credentials_entity	name	character varying	NO	
credentials_entity	data	text	NO	
credentials_entity	type	character varying	NO	
credentials_entity	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
credentials_entity	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
credentials_entity	id	character varying	NO	
credentials_entity	isManaged	boolean	NO	false
credentials_entity	isGlobal	boolean	NO	false
credentials_entity	isResolvable	boolean	NO	false
credentials_entity	resolvableAllowFallback	boolean	NO	false
credentials_entity	resolverId	character varying	YES	
data_table	id	character varying	NO	
data_table	name	character varying	NO	
data_table	projectId	character varying	NO	
data_table	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
data_table	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
data_table_column	id	character varying	NO	
data_table_column	name	character varying	NO	
data_table_column	type	character varying	NO	
data_table_column	index	integer	NO	
data_table_column	dataTableId	character varying	NO	
data_table_column	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
data_table_column	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
deployment_key	id	character varying	NO	
deployment_key	type	character varying	NO	
deployment_key	value	text	NO	
deployment_key	algorithm	character varying	YES	
deployment_key	status	character varying	NO	
deployment_key	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
deployment_key	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
dynamic_credential_entry	credential_id	character varying	NO	
dynamic_credential_entry	subject_id	character varying	NO	
dynamic_credential_entry	resolver_id	character varying	NO	
dynamic_credential_entry	data	text	NO	
dynamic_credential_entry	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
dynamic_credential_entry	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
dynamic_credential_resolver	id	character varying	NO	
dynamic_credential_resolver	name	character varying	NO	
dynamic_credential_resolver	type	character varying	NO	
dynamic_credential_resolver	config	text	NO	
dynamic_credential_resolver	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
dynamic_credential_resolver	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
dynamic_credential_user_entry	credentialId	character varying	NO	
dynamic_credential_user_entry	userId	uuid	NO	
dynamic_credential_user_entry	resolverId	character varying	NO	
dynamic_credential_user_entry	data	text	NO	
dynamic_credential_user_entry	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
dynamic_credential_user_entry	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
evaluation_collection	id	character varying	NO	
evaluation_collection	name	character varying	NO	
evaluation_collection	description	text	YES	
evaluation_collection	workflowId	character varying	NO	
evaluation_collection	evaluationConfigId	character varying	NO	
evaluation_collection	createdById	uuid	YES	
evaluation_collection	insightsCache	json	YES	
evaluation_collection	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
evaluation_collection	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
evaluation_config	id	character varying	NO	
evaluation_config	workflowId	character varying	NO	
evaluation_config	name	character varying	NO	
evaluation_config	status	character varying	NO	'valid'::character varying
evaluation_config	invalidReason	character varying	YES	
evaluation_config	datasetSource	character varying	NO	
evaluation_config	datasetRef	json	NO	
evaluation_config	startNodeName	character varying	NO	
evaluation_config	endNodeName	character varying	NO	
evaluation_config	metrics	json	NO	
evaluation_config	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
evaluation_config	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
event_destinations	id	uuid	NO	
event_destinations	destination	jsonb	NO	
event_destinations	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
event_destinations	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
execution_annotation_tags	annotationId	integer	NO	
execution_annotation_tags	tagId	character varying	NO	
execution_annotations	id	integer	NO	nextval('execution_annotations_id_seq'::regclass)
execution_annotations	executionId	integer	NO	
execution_annotations	vote	character varying	YES	
execution_annotations	note	text	YES	
execution_annotations	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
execution_annotations	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
execution_data	executionId	integer	NO	
execution_data	workflowData	json	NO	
execution_data	data	text	NO	
execution_data	workflowVersionId	character varying	YES	
execution_entity	id	integer	NO	nextval('execution_entity_id_seq'::regclass)
execution_entity	finished	boolean	NO	
execution_entity	mode	character varying	NO	
execution_entity	retryOf	character varying	YES	
execution_entity	retrySuccessId	character varying	YES	
execution_entity	startedAt	timestamp with time zone	YES	
execution_entity	stoppedAt	timestamp with time zone	YES	
execution_entity	waitTill	timestamp with time zone	YES	
execution_entity	status	character varying	NO	
execution_entity	workflowId	character varying	NO	
execution_entity	deletedAt	timestamp with time zone	YES	
execution_entity	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
execution_entity	storedAt	character varying	NO	'db'::character varying
execution_entity	tracingContext	json	YES	
execution_entity	deduplicationKey	character varying	YES	
execution_metadata	id	integer	NO	nextval('execution_metadata_temp_id_seq'::regclass)
execution_metadata	executionId	integer	NO	
execution_metadata	key	character varying	NO	
execution_metadata	value	text	NO	
folder	id	character varying	NO	
folder	name	character varying	NO	
folder	parentFolderId	character varying	YES	
folder	projectId	character varying	NO	
folder	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
folder	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
folder_tag	folderId	character varying	NO	
folder_tag	tagId	character varying	NO	
insights_by_period	id	integer	NO	
insights_by_period	metaId	integer	NO	
insights_by_period	type	integer	NO	
insights_by_period	value	bigint	NO	
insights_by_period	periodUnit	integer	NO	
insights_by_period	periodStart	timestamp with time zone	YES	CURRENT_TIMESTAMP
insights_metadata	metaId	integer	NO	
insights_metadata	workflowId	character varying	YES	
insights_metadata	projectId	character varying	YES	
insights_metadata	workflowName	character varying	NO	
insights_metadata	projectName	character varying	NO	
insights_raw	id	integer	NO	
insights_raw	metaId	integer	NO	
insights_raw	type	integer	NO	
insights_raw	value	bigint	NO	
insights_raw	timestamp	timestamp with time zone	NO	CURRENT_TIMESTAMP
installed_nodes	name	character varying	NO	
installed_nodes	type	character varying	NO	
installed_nodes	latestVersion	integer	NO	1
installed_nodes	package	character varying	NO	
installed_packages	packageName	character varying	NO	
installed_packages	installedVersion	character varying	NO	
installed_packages	authorName	character varying	YES	
installed_packages	authorEmail	character varying	YES	
installed_packages	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
installed_packages	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_checkpoints	key	character varying	NO	
instance_ai_checkpoints	runId	character varying	YES	
instance_ai_checkpoints	threadId	uuid	NO	
instance_ai_checkpoints	resourceId	character varying	YES	
instance_ai_checkpoints	state	json	YES	
instance_ai_checkpoints	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_checkpoints	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_checkpoints	expiredAt	timestamp with time zone	YES	
instance_ai_iteration_logs	id	character varying	NO	
instance_ai_iteration_logs	threadId	uuid	NO	
instance_ai_iteration_logs	taskKey	character varying	NO	
instance_ai_iteration_logs	entry	text	NO	
instance_ai_iteration_logs	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_iteration_logs	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_messages	id	character varying	NO	
instance_ai_messages	threadId	uuid	NO	
instance_ai_messages	content	text	NO	
instance_ai_messages	role	character varying	NO	
instance_ai_messages	type	character varying	YES	
instance_ai_messages	resourceId	character varying	YES	
instance_ai_messages	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_messages	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_observation_cursors	observationScopeId	uuid	NO	
instance_ai_observation_cursors	lastObservedMessageId	character varying	NO	
instance_ai_observation_cursors	lastObservedAt	timestamp with time zone	NO	
instance_ai_observation_cursors	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_observation_cursors	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_observation_locks	observationScopeId	uuid	NO	
instance_ai_observation_locks	taskKind	character varying	NO	
instance_ai_observation_locks	holderId	character varying	NO	
instance_ai_observation_locks	heldUntil	timestamp with time zone	NO	
instance_ai_observation_locks	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_observation_locks	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_observational_memory	id	character varying	NO	
instance_ai_observational_memory	lookupKey	character varying	NO	
instance_ai_observational_memory	scope	character varying	NO	
instance_ai_observational_memory	threadId	uuid	YES	
instance_ai_observational_memory	resourceId	character varying	NO	
instance_ai_observational_memory	activeObservations	text	NO	''::text
instance_ai_observational_memory	originType	character varying	NO	
instance_ai_observational_memory	config	text	NO	
instance_ai_observational_memory	generationCount	integer	NO	0
instance_ai_observational_memory	lastObservedAt	timestamp with time zone	YES	
instance_ai_observational_memory	pendingMessageTokens	integer	NO	0
instance_ai_observational_memory	totalTokensObserved	integer	NO	0
instance_ai_observational_memory	observationTokenCount	integer	NO	0
instance_ai_observational_memory	isObserving	boolean	NO	false
instance_ai_observational_memory	isReflecting	boolean	NO	false
instance_ai_observational_memory	observedMessageIds	json	YES	
instance_ai_observational_memory	observedTimezone	character varying	YES	
instance_ai_observational_memory	bufferedObservations	text	YES	
instance_ai_observational_memory	bufferedObservationTokens	integer	YES	
instance_ai_observational_memory	bufferedMessageIds	json	YES	
instance_ai_observational_memory	bufferedReflection	text	YES	
instance_ai_observational_memory	bufferedReflectionTokens	integer	YES	
instance_ai_observational_memory	bufferedReflectionInputTokens	integer	YES	
instance_ai_observational_memory	reflectedObservationLineCount	integer	YES	
instance_ai_observational_memory	bufferedObservationChunks	json	YES	
instance_ai_observational_memory	isBufferingObservation	boolean	NO	false
instance_ai_observational_memory	isBufferingReflection	boolean	NO	false
instance_ai_observational_memory	lastBufferedAtTokens	integer	NO	0
instance_ai_observational_memory	lastBufferedAtTime	timestamp with time zone	YES	
instance_ai_observational_memory	metadata	json	YES	
instance_ai_observational_memory	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_observational_memory	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_observations	id	character varying	NO	
instance_ai_observations	observationScopeId	uuid	NO	
instance_ai_observations	marker	character varying	NO	
instance_ai_observations	text	text	NO	
instance_ai_observations	parentId	character varying	YES	
instance_ai_observations	tokenCount	integer	NO	0
instance_ai_observations	status	character varying	NO	
instance_ai_observations	supersededBy	character varying	YES	
instance_ai_observations	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_observations	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_pending_confirmations	requestId	character varying	NO	
instance_ai_pending_confirmations	threadId	uuid	NO	
instance_ai_pending_confirmations	userId	uuid	NO	
instance_ai_pending_confirmations	kind	character varying	NO	
instance_ai_pending_confirmations	runId	character varying	NO	
instance_ai_pending_confirmations	toolCallId	character varying	YES	
instance_ai_pending_confirmations	messageGroupId	character varying	YES	
instance_ai_pending_confirmations	checkpointKey	character varying	YES	
instance_ai_pending_confirmations	checkpointTaskId	character varying	YES	
instance_ai_pending_confirmations	expiresAt	timestamp with time zone	YES	
instance_ai_pending_confirmations	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_pending_confirmations	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_resources	id	character varying	NO	
instance_ai_resources	workingMemory	text	YES	
instance_ai_resources	metadata	json	YES	
instance_ai_resources	createdAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_resources	updatedAt	timestamp with time zone	NO	CURRENT_TIMESTAMP(3)
instance_ai_run_snapshots	threadId	uuid	NO	
instance_ai_run_snapshots	runId	character varying	NO	
instance_ai_run_snapshots	messageGroupId	character varying	YES	
instance_ai_run_snapshots	runIds	json	YES	
